SECTION ID,HIGHWAY,SECTION,SECTION LENGTH,SECTION DESCRIPTION,Date,DESCRIPTION,GROUP,TYPE,COUNTY,PTRUCKS,ADT,AADT,DIRECTION,85PCT,PRIORITY_POINTS
118025,118,25,9.39,EXIT 13 (HWY 107 INTER/C) TO HWY 102 INTER/C,01/01/2018,PERMANENT COUNTER (WAVERLEY),A,VC,HFX,9,,30610,,126,
104150,104,150,9.39,EXIT 15 (HWY 102) (TRURO) TO EXIT 17(VALLEY CROSS RD),01/01/2018,PERMANENT COUNTER (BROOKSIDE RD),C,VC,COL,16,,11850,,125,
103045,103,45,10.93,EXIT 5A (INGRAMPORT INTER/C) TO EXIT 6 (HUBBARDS INTER/C),01/01/2018,PERMANENT COUNTER (HUBBARDS),C,VC,HFX,7,0,11600,,112,
103130,103,130,6.42,EXIT 14 (TK 3)(HEBBVILLE) TO EXIT 15 (ITALY CROSS INTER/S),01/01/2018,PERMANENT COUNTER (HEBBS CROSS),B,VC,LUN,12,,5590,,106,
102090,102,90,6.92,EXIT 7 (ENFIELD INTER/C) TO EXIT 8 (RTE 214) (ELMSDALE),01/01/2018,PERMANENT COUNTER (ENFIELD SCALE) (SB),B,VC,HFX,14,,14270,S,121,
102130,102,130,13.75,EXIT 11 (STEWIACKE INTER/C) TO EXIT 12 (RTE 289) (BROOKFIELD),01/01/2018,PERMANENT COUNTER (STEWIACKE),B,VC,COL,12,,23610,,125,
104010,104,10,0.72,NB/NS BORDER TO EXIT 1 (FORT LAWRENCE RD INTER/S),01/01/2018,PERMANENT COUNTER (AMHERST SCALE) (EB),C,VC,CUM,23,,7320,E,118,
104090,104,90,13.3,EXIT 8 (WENTWORTH-COLLINGWOOD RD INTER/C) TO TOLL BOOTHS,01/01/2018,PERMANENT COUNTER (COBEQUID PASS),C,VC,CUM,25,,9850,,112,
103145,103,145,10.65,EXIT 16 (CAMPERDOWN SCHOOL RD) TO EXIT 17 (RTE 331)(MILL VILLAGE),01/01/2018,PERMANENT COUNTER (DANESVILLE),B,VC,QUE,8,,4710,,107,
103250,103,250,12.62,EXIT 31(PUBNICO INTER/C) TO EXIT 32(EAST OF ARGYLE CAUSEWAY),01/01/2018,PERMANENT COUNTER (PUBNICO),C,VC,YAR,11,,3980,,112,
107030,107,30,7.21,EXIT 18 (MINESVILLE RD INTER/C) TO EXIT 19 (PORTERS LAKE INTER/C),12/11/2017,2.35 KM EAST OF EXIT 18 (WB) (LOOPS),A,TC,HFX,,6319,6620,W,,
107030,107,30,7.21,EXIT 18 (MINESVILLE RD INTER/C) TO EXIT 19 (PORTERS LAKE INTER/C),12/11/2017,2.35 KM EAST OF EXIT 18 (EB) (LOOPS),A,TC,HFX,,6348,6540,E,,
125010,125,10,2.46,EXIT 1 (HWY 105 INTER/C) TO EXIT 2 (JOHNSON RD INTER/C),12/07/2017,1.2 KM EAST OF HWY 105 (EB) (LOOPS),B,VC,CB,6,6637,7100,E,,
125010,125,10,2.46,EXIT 1 (HWY 105 INTER/C) TO EXIT 2 (JOHNSON RD INTER/C),12/07/2017,1 KM WEST OF EXIT 2 (WB) (LOOPS),B,TC,CB,,7335,7850,W,,
125037,125,37,1.31,EXIT 5A (COXHEATH INTER/C) TO EXIT 6 (TK 4 INTER/C) (SYDNEY RIVER),12/07/2017,30 M EAST OF EXIT 5A (EB) (LOOPS),A,TC,CB,,10328,11100,E,,
125035,125,35,2.13,EXIT 5 (SYDPORT INTER/C) TO EXIT 5A (COXHEATH INTER/C),12/07/2017,1.55 KM WEST OF EXIT 5A (WB) (LOOPS),A,TC,CB,,7898,8520,W,,
125030,125,30,4.32,EXIT 4 (RTE 239) TO EXIT 5 (SYDPORT INTER/C),12/07/2017,0.9 KM WEST OF EXIT 5 (WB) (LOOPS),A,TC,CB,,7256,7760,W,,
104320,104,320,10.12,EXIT 37 (MONASTERY) TO EXIT 38 (HAVRE BOUCHER INTER/C),11/23/2017,1.08 KM WEST OF EXIT 38 (WEST - END) (EB) (LOOPS),C,TC,ANT,,3252,3330,E,,
104320,104,320,10.12,EXIT 37 (MONASTERY) TO EXIT 38 (HAVRE BOUCHER INTER/C),11/23/2017,1.08 KM WEST OF EXIT 38 (WEST - END) (WB) (LOOPS),C,TC,ANT,,3253,3330,W,,
1155,1,155,6.49,KENTVILLE - COLDBROOK LINE TO CAMBRIDGE MOUNTAIN RD (CAMBRIDGE),11/22/2017,TK 1 AT HARRINGTON RD,,SA,KIN,,,,,,46
3005,3,5,4.05,RTE 333 TO HWY 103 OVERPASS,11/21/2017,B/T HWY 103 & RTE 333 (EB),A,TC,HFX,,9276,9680,E,,
2040,2,40,6.88,HWY 102 (FALL RIVER) TO SUNNYLEA RD,11/21/2017,JUST NORTH OF HWY 102 INTER/C (EXIT 5),A,TC,HFX,,15018,15700,,,
7032,7,32,9.66,OLD LAKE ECHO RD TO RTE 207 (PORTERS LAKE),11/20/2017,PORTERS LAKE BRIDGE,A,TC,HFX,,5142,5360,,,
7031,7,31,2.54,MINESVILLE RD TO OLD LAKE ECHO RD,11/20/2017,0.5 KM EAST OF MINESVILLE RD,A,TC,HFX,,3873,4040,,,
107020,107,20,4.38,EXIT 17 (TK 7) (PRESTON) TO EXIT 18 (MINESVILLE RD INTER/C),11/20/2017,1.25 KM EAST OF EXIT 17 (TK 7),A,TC,HFX,,14571,15200,,,
7030,7,30,5.02,HWY 107 (EAST PRESTON) TO MINESVILLE RD,11/20/2017,JUST EAST OF HWY 107 (EAST PRESTON),A,TC,HFX,,3928,4100,,,
107040,107,40,1.77,EXIT 19 (PORTERS LAKE INTER/C) TO EXIT 20 (PORTERS LAKE INTER/C),11/20/2017,150 M EAST OF EXIT 19,A,TC,HFX,,7709,8040,,,
107050,107,50,4.54,EXIT 20 (PORTERS LAKE) TO EXIT 21 (EAST CHEZZETCOOK INTER/C),11/20/2017,2.75 KM EAST OF EXIT 20,A,TC,HFX,,5190,5410,,,
7035,7,35,10.45,RTE 207 (PORTERS LAKE) TO HWY 107 (MUSQUODOBOIT HBR),11/20/2017,0.5 KM EAST OF EAST CHEZZETCOOK RD,A,TC,HFX,,3556,3710,,,
107019,107,19,1.58,EXIT 16 (ROSS RD INTER/S) TO EXIT 17 (TK 7) (PRESTON),11/20/2017,1 KM EAST OF EXIT 16 (ROSS RD),A,TC,HFX,,18123,18900,,,
207027,207,27,12,WEST PORTERS LAKE RD TO BELLEFONTAINE RD,11/08/2017,2 KM EAST OF CAUSEWAY RD (EB),B,VC,HFX,4,416,420,E,,
207027,207,27,12,WEST PORTERS LAKE RD TO BELLEFONTAINE RD,11/08/2017,2 KM EAST OF CAUSEWAY RD (WB),B,VC,HFX,5,363,370,W,,
202005,202,5,7.45,TK 1 (LAKELAND) TO CROSS 3 RD (RAWDON),11/07/2017,1 KM EAST OF HILLSVALE,B,TC,HAN,,778,830,,,
202007,202,7,8.32,CROSS 3 RD (SOUTH RAWDON) TO TK 14 (RAWDON),11/07/2017,2 KM EAST OF ASHDALE RD,B,TC,HAN,,560,570,,,
103040,103,40,10.2,EXIT 5 (RTE 213) (TANTALLON) TO EXIT 5A (INGRAMPORT INTER/C),11/06/2017,1 KM EAST OF INGRAMPORT INTER/C (WB) (LOOPS),C,TC,HFX,,5759,6180,W,,
103040,103,40,10.2,EXIT 5 (RTE 213) (TANTALLON) TO EXIT 5A (INGRAMPORT INTER/C),11/06/2017,1 KM EAST OF INGRAMPORT INTER/C (EB) (LOOPS),C,TC,HFX,,5540,5940,E,,
207025,207,25,5.95,WEST LAWRENCETOWN RD TO WEST PORTERS LAKE RD,11/01/2017,2.5 KM EAST OF WEST LAWRENCETOWN RD (EB),B,VC,HFX,3,1206,1210,E,,
207025,207,25,5.95,WEST LAWRENCETOWN RD TO WEST PORTERS LAKE RD,11/01/2017,2.5 KM EAST OF WEST LAWRENCETOWN RD (WB),B,VC,HFX,4,1132,1140,W,,
357020,357,20,7.13,WYSE RD (MEAGHER'S GRANT) TO ELDERBANK BACK RD,11/01/2017,4 KM NORTH OF WYSE RD (SB),B,VC,HFX,5,386,390,S,,
207020,207,20,6.9,ROSS RD (RTE 328) TO WEST LAWRENCETOWN RD,11/01/2017,1.5 KM EAST OF RTE 328,A,TC,HFX,,8030,8040,,,
207030,207,30,4.61,BELLEFONTAINE RD TO TK 7,11/01/2017,1.5 KM WEST OF TK 7 (WB),B,VC,HFX,4,1131,1140,W,,
357015,357,15,9.38,CRAWFORDS BRIDGE (MUSQUODOBOIT RIVER) TO WYSE RD (MEAGHER'S GRANT),11/01/2017,0.5 KM NORTH OF LAYS LAKE RD,B,VC,HFX,5,888,890,,,
357020,357,20,7.13,WYSE RD (MEAGHER'S GRANT) TO ELDERBANK BACK RD,11/01/2017,4 KM NORTH OF WYSE RD (NB),B,VC,HFX,4,379,380,N,,
207030,207,30,4.61,BELLEFONTAINE RD TO TK 7,11/01/2017,1.5 KM WEST OF TK 7 (EB),B,VC,HFX,9,1176,1180,E,,
357010,357,10,12.23,TK 7 (MUSQUODOBOIT HARBOUR) TO CRAWFORDS BRIDGE (MUSQUODOBOIT RIVER),11/01/2017,3 KM NORTH OF TK 7 (MUSQUODOBOIT HARBOUR),B,TC,HFX,,961,970,,,
202010,202,10,8.17,TK 14 (RAWDON) TO VALLEY RD (WEST GORE),10/31/2017,1.5 KM EAST OF GLENBROOK RD,B,VC,HAN,4,252,250,,,
107010,107,10,1.76,BURNSIDE INDUSTRIAL PARK TO HWY 118 INTER/C,10/30/2017,JUST EAST OF AKERLEY BLVD (WB),AA,TC,HFX,,7350,7180,W,,
101025,101,25,2.89,EXIT 2 (RTE 354 INTER/C) TO  EXIT 2A (MARGESON DR INTER/C),10/26/2017,2.04 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,13054,12600,W,,
101025,101,25,2.89,EXIT 2 (RTE 354 INTER/C) TO  EXIT 2A (MARGESON DR INTER/C),10/26/2017,1.02 KM EAST OF EXIT 2A (EB) (LOOPS),A,TC,HFX,,13736,13300,E,,
101020,101,20,3.71,TK 1 OVERPASS (LOWER SACKVILLE) TO EXIT 2 (RTE 354 INTER/C),10/26/2017,1.4 KM WEST OF TK 1 (EB) (LOOPS),A,TC,HFX,,21798,21000,E,,
101020,101,20,3.71,TK 1 OVERPASS (LOWER SACKVILLE) TO EXIT 2 (RTE 354 INTER/C),10/26/2017,1.4 KM WEST OF TK 1 (WB) (LOOPS),A,TC,HFX,,21622,20900,W,,
101040,101,40,8.26,EXIT 3 (MT UNIACKE INTER/C) TO RAILWAY OVERPASS (STILLWATER),10/26/2017,4.8 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HAN,,8443,8150,W,,
101050,101,50,6.82,EXIT 4 (ST CROIX INTER/C) TO EXIT 5 (TK 14 INTER/C),10/26/2017,1.2 KM WEST OF EXIT 4 (EB) (LOOPS),B,TC,HAN,,8341,7940,E,,
101050,101,50,6.82,EXIT 4 (ST CROIX INTER/C) TO EXIT 5 (TK 14 INTER/C),10/26/2017,1.2 KM WEST OF EXIT 4 (WB) (LOOPS),B,TC,HAN,,8307,7910,W,,
101045,101,45,13.67,RAILWAY OVERPASS (STILLWATER) TO EXIT 4 (ST CROIX INTER/C),10/26/2017,HALFWAY BETWEEN (SAME AS SECTION 040) (EB) (LOOPS),A,TC,HAN,,8583,8290,E,,
101040,101,40,8.26,EXIT 3 (MT UNIACKE INTER/C) TO RAILWAY OVERPASS (STILLWATER),10/26/2017,4.8 KM WEST OF EXIT 3 (EB) (LOOPS),A,TC,HAN,,8583,8290,E,,
101045,101,45,13.67,RAILWAY OVERPASS (STILLWATER) TO EXIT 4 (ST CROIX INTER/C),10/26/2017,HALFWAY BETWEEN (SAME AS SECTION 040) (WB) (LOOPS),A,TC,HAN,,8443,8150,W,,
101065,101,65,2.13,EXIT 5A(WENTWORTH RD INTER/C) TO EXIT 6(NESBITT ST INTER/C),10/24/2017,1.3 KM WEST OF EXIT 5A (EB) (LOOPS),A,TC,HAN,,8898,8590,E,,
101060,101,60,2.33,EXIT 5 (TK 14 INTER/C) TO EXIT 5A (WENTWORTH RD INTER/C),10/24/2017,1.1 KM WEST OF EXIT 5 (WB) (LOOPS),B,TC,HAN,,9191,8750,W,,
101060,101,60,2.33,EXIT 5 (TK 14 INTER/C) TO EXIT 5A (WENTWORTH RD INTER/C),10/24/2017,1.1 KM WEST OF EXIT 5 (EB) (LOOPS),B,TC,HAN,,9358,8910,E,,
101065,101,65,2.13,EXIT 5A(WENTWORTH RD INTER/C) TO EXIT 6(NESBITT ST INTER/C),10/24/2017,1.3 KM WEST OF EXIT 5A (WB) (LOOPS),A,TC,HAN,,8667,8370,W,,
101080,101,80,6.17,EXIT 7 (FALMOUTH INTER/C) TO EXIT 8 (HANTSPORT INTER/C),10/24/2017,1.9 KM WEST OF EXIT 7 (EB) (LOOPS),A,TC,HAN,,8322,8040,E,,
101080,101,80,6.17,EXIT 7 (FALMOUTH INTER/C) TO EXIT 8 (HANTSPORT INTER/C),10/24/2017,1.9 KM WEST OF EXIT 7 (WB) (LOOPS),A,TC,HAN,,8452,8160,W,,
101070,101,70,1.71,EXIT 6 (NESBITT ST INTER/C) TO EXIT 7 (FALMOUTH INTER/C),10/24/2017,1.2 KM EAST OF EXIT 6 (WB) (LOOPS),B,TC,HAN,,8859,8430,W,,
101070,101,70,1.71,EXIT 6 (NESBITT ST INTER/C) TO EXIT 7 (FALMOUTH INTER/C),10/24/2017,1.2 KM EAST OF EXIT 6 (EB) (LOOPS),B,TC,HAN,,8826,8400,E,,
33010,33,10,4.72,TK 7 (MAGAZINE HILL) TO HWY 101,10/23/2017,JUST WEST OF MAGAZINE HILL OVERPASS (WB) (LOOPS),AA,TC,HFX,,14222,13800,W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/23/2017,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,10946,10600,W,,
33010,33,10,4.72,TK 7 (MAGAZINE HILL) TO HWY 101,10/23/2017,JUST WEST OF MAGAZINE HILL OVERPASS (EB) (LOOPS),AA,TC,HFX,,15247,14800,E,,
7043,7,43,11.12,WEST JEDDORE RD TO CLAM HARBOUR RD (LAKE CHARLOTTE),10/23/2017,0.5 KM EAST OF MYERS POINT RD (EB),B,VC,HFX,3,1656,1580,E,,
7043,7,43,11.12,WEST JEDDORE RD TO CLAM HARBOUR RD (LAKE CHARLOTTE),10/23/2017,0.5 KM EAST OF MYERS POINT RD (WB),B,VC,HFX,3,1656,1580,W,,
107017,107,17,5.08,EXIT 14 (MONTAGUE RD INTER/C) TO TK 7 INTER/S (HRM),10/23/2017,1.6 KM EAST OF EXIT 14 (WB) (LOOPS),A,TC,HFX,,8182,7900,W,,
107017,107,17,5.08,EXIT 14 (MONTAGUE RD INTER/C) TO TK 7 INTER/S (HRM),10/23/2017,1.6 KM EAST OF EXIT 14 (EB) (LOOPS),A,TC,HFX,,8092,7810,E,,
354003,354,3,8.64,TK 1 (LR SACKVILLE) TO KINSAC RD,10/23/2017,AT TUCKER LAKE,AA,TC,HFX,,4774,4640,,,
107010,107,10,1.76,BURNSIDE INDUSTRIAL PARK TO HWY 118 INTER/C,10/23/2017,JUST EAST OF AKERLEY BLVD (EB),AA,TC,HFX,,6819,6620,E,,
107015,107,15,3.57,HWY 118 INTER/C TO EXIT 14 (MONTAGUE RD INTER/C),10/23/2017,AT CONRADS GRAVEL PIT (PORTOBELLO) (WB) (LOOPS),A,TC,HFX,,10002,9660,W,,
107015,107,15,3.57,HWY 118 INTER/C TO EXIT 14 (MONTAGUE RD INTER/C),10/23/2017,AT CONRADS GRAVEL PIT (PORTOBELLO) (EB) (LOOPS),A,TC,HFX,,9951,9610,E,,
3030,3,30,10.83,RTE 333 (UPPER TANTALLON) TO HWY 103 CONNECTOR RD (INGRAMPORT),10/19/2017,3 KM WEST OF RTE 333 (TANTALLON),C,TC,HFX,,4648,4190,,,
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),10/19/2017,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,,3061,2760,,,
3020,3,20,8.72,HWY 103 (EXIT 4) TO RTE 333 (UPPER TANTALLON),10/19/2017,1.5 KM WEST OF HWY 103 (SHELDRAKE LAKE) (EB),B,VC,HFX,5,2442,2260,E,,
3020,3,20,8.72,HWY 103 (EXIT 4) TO RTE 333 (UPPER TANTALLON),10/19/2017,1.5 KM WEST OF HWY 103 (SHELDRAKE LAKE) (WB),B,VC,HFX,6,2299,2130,W,,
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,10/19/2017,JUST WEST OF HUBBARDS BEACH RESORT AREA (EB),C,VC,HFX,5,1492,1340,E,,
213040,213,40,2.24,HWY 103 INTER/C TO TK 3 (UPPER TANTALLON),10/19/2017,1 KM WEST OF HWY 103,B,TC,HFX,,15407,14300,,,
333020,333,20,7.21,GOODWOOD-HALIFAX LINE TO BROOKSIDE RD,10/19/2017,HATCHET LAKE/GOODWOOD LINE,A,TC,HFX,,12466,12200,,,
213030,213,30,9.84,LUCASVILLE RD (HAMMONDS PLAINS) TO HWY 103 INTER/C,10/19/2017,0.25 KM EAST OF HWY 103,A,TC,HFX,,15201,14800,,,
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,10/19/2017,JUST WEST OF HUBBARDS BEACH RESORT AREA (WB),C,VC,HFX,5,1323,1190,W,,
103040,103,40,10.2,EXIT 5 (RTE 213) (TANTALLON) TO EXIT 5A (INGRAMPORT INTER/C),10/19/2017,3 KM WEST OF RTE 213,C,TC,HFX,,13353,12000,,,
7050,7,50,13.01,WEST SHIP HBR RD(SHIP HBR) TO MURPHY RD (MURPHY'S COVE),10/18/2017,2.5 KM EAST OF WEST SHIP HARBOUR RD,B,TC,HFX,,1164,1050,,,
7045,7,45,8.12,CLAM HARBOUR RD (LAKE CHARLOTTE) TO WEST SHIP HARBOUR (SHIP HBR),10/18/2017,2.5 KM EAST OF BEECH HILL RD,B,TC,HFX,,1499,1380,,,
7037,7,37,2.58,HWY 107 (MUSQUODOBOIT HBR) TO RTE 357 (MUSQUODOBOIT HBR),10/18/2017,1 KM EAST OF HWY 107,A,TC,HFX,,6698,6540,,,
7056,7,56,10.98,TAYLOR HEAD RD (SPRY BAY) TO RTE 224 (SHEET HARBOUR),10/18/2017,1.5 KM EAST OF MUSHABOOM RD,B,TC,HFX,,1320,1270,,,
107060,107,60,6.97,EXIT 21 (EAST CHEZZETCOOK INTER/C) TO TK 7 (MUSQUODOBOIT HARBOUR),10/18/2017,1.5 KM EAST OF EXIT 21,A,TC,HFX,,4329,4230,,,
7052,7,52,9.11,MURPHY RD (MURPHY'S COVE) TO MOOSELAND RD (MOOSELAND),10/18/2017,0.5 KM EAST OF MURPHY COVE,B,TC,HFX,,1172,1090,,,
7054,7,54,11.99,MOOSELAND RD (MOOSELAND) TO TAYLOR HEAD RD (SPRY BAY),10/18/2017,3 KM EAST OF MOOSELAND RD,B,TC,HFX,,1096,1000,,,
1100,1,100,8.75,FALMOUTH CONN TO HANTSPORT CONN,10/17/2017,2 KM WEST OF HWY 101 OVERPASS (FALMOUTH),A,TC,HAN,,1141,1110,,,
1095,1,95,1.16,WINDSOR-FALMOUTH LINE TO FALMOUTH CONN,10/17/2017,JUST WEST OF FALMOUTH BRIDGE,A,TC,HAN,,6261,6110,,,
1080,1,80,8.96,HWY 101 (ST CROIX) TO WINDSOR-GARLANDS CROSSING LINE,10/17/2017,JUST WEST OF PLEASANT ST,B,TC,HAN,,2290,2120,,,
14075,14,75,4.36,WINDSOR TOWN LINE TO SANGSTER BRIDGE RD (WINDSOR FORKS),10/17/2017,1 KM EAST OF SANGSTER BRIDGE RD,B,TC,HAN,,3269,3020,,,
14085,14,85,8.98,NEW ROSS RD (VAUGHN) TO HANTS/LUNENBURG COUNTY LINE,10/17/2017,3.75 KM WEST OF MILL RD,B,TC,HAN,,885,820,,,
14070,14,70,2.21,TK 1 (WINDSOR) TO WINDSOR TOWN LINE,10/17/2017,1.5 KM WEST OF TK 1 (EB),B,VC,HAN,6,1713,1585,E,,
14070,14,70,2.21,TK 1 (WINDSOR) TO WINDSOR TOWN LINE,10/17/2017,1.5 KM WEST OF TK 1 (WB),B,VC,HAN,5,1732,1602,W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/16/2017,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,13410,13100,W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),10/16/2017,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,19434,19000,W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/16/2017,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,13499,13200,E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/16/2017,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,9971,9740,W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/16/2017,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,9802,9570,E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/16/2017,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,11040,10800,E,,
333025,333,25,5.55,BROOKSIDE RD TO PROSPECT RD (SHAD BAY),10/12/2017,JUST EAST OF PROSPECT BAY RD (WB),A,VC,HFX,6,2752,2560,W,,
333035,333,35,8.38,MCGRATHS COVE RD TO PEGGYS POINT RD,10/12/2017,JUST EAST OF WEST DOVER (WB),C,VC,HFX,7,605,510,W,,
333025,333,25,5.55,BROOKSIDE RD TO PROSPECT RD (SHAD BAY),10/12/2017,JUST EAST OF PROSPECT BAY RD (EB),A,VC,HFX,5,2663,2470,E,,
333010,333,10,3.24,TK 3 (ST MARGARET'S BAY RD) TO GOODWOOD-HALIFAX LINE,10/12/2017,0.43 KM WEST OF TK 3 (EB) (LOOPS),A,VC,HFX,9,8212,7630,E,,
333010,333,10,3.24,TK 3 (ST MARGARET'S BAY RD) TO GOODWOOD-HALIFAX LINE,10/12/2017,0.43 KM WEST OF TK 3 (WB) (LOOPS),A,VC,HFX,7,7931,7370,W,,
333045,333,45,10.4,PAULS PT RD (HACKETTS COVE) TO INDIAN PT RD (GLEN HAVEN),10/12/2017,0.5 KM WEST OF GAETZ RD (WB),C,VC,HFX,6,1147,970,W,,
333045,333,45,10.4,PAULS PT RD (HACKETTS COVE) TO INDIAN PT RD (GLEN HAVEN),10/12/2017,0.5 KM WEST OF GAETZ RD (EB),C,VC,HFX,4,1065,900,E,,
333047,333,47,6.01,INDIAN PT RD (GLEN HAVEN) TO TK 3 (UPPER TANTALLON),10/12/2017,JUST EAST OF TK 3 (UPPER TANTALLON),C,TC,HFX,,7622,6420,,,
333035,333,35,8.38,MCGRATHS COVE RD TO PEGGYS POINT RD,10/12/2017,JUST EAST OF WEST DOVER (EB),C,VC,HFX,4,538,450,E,,
333040,333,40,8.81,PEGGYS POINT RD TO PAULS POINT RD (HACKETTS COVE),10/12/2017,1 KM WEST OF PEGGYS POINT RD (WB),C,VC,HFX,7,675,570,W,,
333040,333,40,8.81,PEGGYS POINT RD TO PAULS POINT RD (HACKETTS COVE),10/12/2017,1 KM WEST OF PEGGYS POINT RD (EB),C,VC,HFX,4,598,500,E,,
224025,224,25,19.23,BEAVER DAM MINES RD (MARINETTE) TO PLEASANT VALLEY RD,10/11/2017,1 KM WEST OF FISHER LAKE RD,A,TC,HFX,,414,380,,,
224020,224,20,8.27,MARINETTE-SHEET HARBOUR LINE TO BEAVER DAM MINES RD (MARINETTE),10/11/2017,5 KM WEST OF RIVER RD,A,TC,HFX,,405,380,,,
224010,224,10,8.75,TK 7 (SHEET HARBOUR) TO MARINETTE-SHEET HARBOUR LINE,10/11/2017,3 KM WEST OF TK 7 (SHEET HARBOUR),C,TC,HFX,,495,420,,,
224027,224,27,5.39,PLEASANT VALLEY RD TO RTE 336 (UPPER MUSQUODOBOIT),10/11/2017,3 KM EAST OF RTE 336 (UPPER MUSQUODOBOIT),A,TC,HFX,,624,579,,,
374028,374,28,6.83,15 MILE STREAM BRIDGE TO LEWISTON RD (LOCHABER MINES),10/11/2017,3 KM NORTH OF LEWISTON RD (LOCHABER MINES),B,TC,HFX,,315,280,,,
374030,374,30,11.04,LEWISTON RD (LOCHABER MINES) TO TK 7 (SHEET HARBOUR),10/11/2017,2 KM NORTH OF TK 7,B,TC,HFX,,392,350,,,
374025,374,25,12.38,PICTOU-GUYSBOROUGH COUNTY LINE TO HALIFAX-GUYSBOROUGH COUNTY LINE,10/11/2017,0.25 KM SOUTH OF CAMERON SETTLEMENT RD,B,VC,GUY,23,236,210,,,
374027,374,27,20.64,HALIFAX-GUYSBOROUGH COUNTY LINE TO 15 MILE STREAM BRIDGE,10/11/2017,0.5 KM NORTH OF ABRAHAMS LAKE RD,C,TC,HFX,,319,270,,,
306020,306,20,6.25,HALIFAX CITY LINE TO FRASER RD (HARRIETSFIELD),10/05/2017,0.5 KM SOUTH OF WHITEHEAD RD,A,TC,HFX,,3948,3750,,,
306025,306,25,8.59,FRASER RD (HARRIETSFIELD) TO RTE 349 (SAMBRO),10/05/2017,1 KM SOUTH OF FRASER RD (SB),B,VC,HFX,5,1177,1080,S,,
253010,253,10,12.02,RTE 349 (ARMDALE) TO RTE 349 (HERRING COVE),10/05/2017,HALIFAX CITY LINE,AA,TC,HFX,,1572,1550,,,
306010,306,10,3.78,RTE 349 (HERRING COVE RD) TO HALIFAX CITY LINE,10/05/2017,HALIFAX CITY LINE,A,TC,HFX,,6802,6470,,,
349025,349,25,7.47,DUNCANS COVE RD TO BULL POINT RD (SAMBRO),10/05/2017,0.5 KM SOUTH OF SANDY COVE RD (SB),B,VC,HFX,3,544,500,S,,
349025,349,25,7.47,DUNCANS COVE RD TO BULL POINT RD (SAMBRO),10/05/2017,0.5 KM SOUTH OF SANDY COVE RD (NB),B,VC,HFX,4,568,520,N,,
349020,349,20,8,VILLAGE RD (HERRING COVE) TO DUNCANS COVE RD,10/05/2017,2.5 KM SOUTH OF RTE 253 (HERRING COVE),B,TC,HFX,,2614,2410,,,
306025,306,25,8.59,FRASER RD (HARRIETSFIELD) TO RTE 349 (SAMBRO),10/05/2017,1 KM SOUTH OF FRASER RD (NB),B,VC,HFX,4,1629,1500,N,,
349010,349,10,10.74,THE ARMDALE ROTARY TO VILLAGE RD (HERRING COVE),10/05/2017,HALIFAX CITY LINE,A,TC,HFX,,6379,6070,,,
104280,104,280,2.28,EXIT 31 (ADDINGTON FORKS RD) TO EXIT 32 (TK 7) (ANTIGONISH),09/19/2017,1 KM WEST OF EXIT 32 (WB) (LOOPS),C,TC,ANT,,4275,3750,W,,
4055,4,55,3.78,SOUTH RIVER RD TO RTE 316,09/19/2017,AT SOUTH RIVER BRIDGE (OLD HWY 104),B,TC,ANT,,5579,5010,,,
348035,348,35,13.7,SPRINGVALE RD (SPRINGVILLE) TO NEW GLASGOW SOUTH LINE,09/19/2017,200 M SOUTH OF BRIDGE AVE (SB),B,VC,PIC,5,1797,1610,S,,
